1,1535.2,1535.2
2,1558.4,1541
3,1529.5,1538.7
4,1524,1536.3
5,1522.2,1534.2
6,1535.8,1534.4
7,1532.7,1534.2
8,1534.3,1534.3
9,1533.1,1534.1
10,1538.5,1534.5
11,1539.3,1534.9
12,1535.2,1534.9
13,1531.5,1534.7
14,1536.9,1534.8
15,1533.7,1534.7
16,1536.4,1534.8
17,1535.1,1534.9
18,1538.5,1535
19,1538.5,1535.2
20,1538.8,1535.4
21,1535.1,1535.4
22,1542.8,1535.7
23,1534.2,1535.6
24,1531.5,1535.4
25,1537.1,1535.5
26,1532.9,1535.4
27,1534.9,1535.4
28,1538.5,1535.5
29,1533.6,1535.4
30,1536.9,1535.5
31,1534.5,1535.5
32,1539.2,1535.6
33,1533.6,1535.5
34,1530.3,1535.4
35,1542.4,1535.6
36,1544.4,1535.8
37,1548.1,1536.1
38,1552.9,1536.5
39,1543.7,1536.7
40,1539.4,1536.8
41,1536.7,1536.8
42,1540.9,1536.9
43,1531.2,1536.7
44,1543.5,1536.9
45,1544.2,1537
46,1541.1,1537.1
47,1545.1,1537.3
48,1538,1537.3
49,1542.2,1537.4
50,1545.8,1537.6
51,1542.8,1537.7
52,1544.8,1537.8
53,1540.4,1537.8
54,1544.8,1538
55,1547.8,1538.1
56,1540.8,1538.2
57,1548.3,1538.3
58,1543.2,1538.4
59,1544.1,1538.5
60,1536.5,1538.5
61,1537.4,1538.5
62,1548.3,1538.6
63,1539.8,1538.6
64,1542.9,1538.7
65,1549.1,1538.9
66,1540.7,1538.9
67,1540.3,1538.9
68,1535.8,1538.9
69,1544.7,1538.9
70,1540,1539
71,1544,1539
72,1537.8,1539
73,1544,1539.1
74,1539,1539.1
75,1543.6,1539.1
76,1538.8,1539.1
77,1537.5,1539.1
78,1542.5,1539.2
79,1531.5,1539.1
80,1538.1,1539
81,1567.9,1539.4
82,1542.8,1539.4
83,1538.2,1539.4
84,1544.7,1539.5
85,1549.1,1539.6
86,1542.8,1539.6
87,1538.8,1539.6
88,1541.5,1539.6
89,1544.7,1539.7
90,1542.2,1539.7
91,1536.6,1539.7
92,1538,1539.7
93,1541.3,1539.7
94,1542.2,1539.7
95,1541.3,1539.7
96,1542.2,1539.8
97,1545.4,1539.8
98,1543.1,1539.8
99,1535.6,1539.8
100,1536.7,1539.8
101,1541.1,1539.8
102,1536.8,1539.8
103,1532.7,1539.7
104,1537.4,1539.7
105,1543.1,1539.7
106,1539.9,1539.7
107,1538.2,1539.7
108,1544,1539.7
109,1542.7,1539.8
110,1531.5,1539.7
111,1533.7,1539.6
112,1538.2,1539.6
113,1541.1,1539.6
114,1540.9,1539.6
115,1538.3,1539.6
116,1545.8,1539.7
117,1544.9,1539.7
118,1541.9,1539.7
119,1544.4,1539.8
120,1535.1,1539.7
121,1535.2,1539.7
122,1534.3,1539.7
123,1541,1539.7
124,1543.6,1539.7
125,1543.9,1539.7
126,1545.2,1539.8
127,1538.6,1539.8
128,1539.6,1539.8
129,1538.3,1539.8
130,1544.8,1539.8
131,1542.4,1539.8
132,1540,1539.8
133,1542.3,1539.8
134,1540.2,1539.8
135,1539.2,1539.8
136,1536.6,1539.8
137,1538,1539.8
138,1540.6,1539.8
139,1539.6,1539.8
140,1542.9,1539.8
141,1538.7,1539.8
142,1538.8,1539.8
143,1540.4,1539.8
144,1538.8,1539.8
145,1543.8,1539.8
146,1540.7,1539.8
147,1544,1539.9
148,1546.6,1539.9
149,1541.1,1539.9
150,1545.5,1540
151,1542.2,1540
152,1535.8,1539.9
153,1537,1539.9
154,1538.6,1539.9
155,1536.8,1539.9
156,1540,1539.9
157,1538.6,1539.9
158,1540.2,1539.9
159,1544.3,1539.9
160,1540.3,1539.9
161,1542,1539.9
162,1540.2,1539.9
163,1541.1,1539.9
164,1544.5,1540
165,1545.5,1540
166,1535,1540
167,1537.9,1540
168,1544.4,1540
169,1540.1,1540
170,1540.2,1540
171,1542.4,1540
172,1542,1540
173,1536.5,1540
174,1540.2,1540
175,1543.7,1540
176,1541.5,1540
177,1539.9,1540
178,1543.1,1540
179,1538.4,1540
180,1542,1540
181,1537.7,1540
182,1544.6,1540.1
183,1549.1,1540.1
184,1546.4,1540.1
185,1543.1,1540.2
186,1552.1,1540.2
187,1542.4,1540.2
188,1534,1540.2
189,1544.3,1540.2
190,1542.3,1540.2
191,1545.3,1540.3
192,1537.4,1540.2
193,1542.5,1540.3
194,1535.1,1540.2
195,1540.9,1540.2
196,1546.4,1540.3
197,1557,1540.3
198,1540.5,1540.3
199,1528.8,1540.3
200,1545.7,1540.3
201,1547,1540.3
202,1547.5,1540.4
203,1538.1,1540.4
204,1547.2,1540.4
205,1543.3,1540.4
206,1541.5,1540.4
207,1539.4,1540.4
208,1546.4,1540.4
209,1541.8,1540.5
210,1547.6,1540.5
211,1547.6,1540.5
212,1549.4,1540.6
213,1539.8,1540.6
214,1538,1540.5
215,1539.2,1540.5
216,1543.9,1540.6
217,1538.4,1540.5
218,1533.7,1540.5
219,1538.8,1540.5
220,1537.3,1540.5
221,1540,1540.5
222,1544.5,1540.5
223,1545.8,1540.5
224,1551.8,1540.6
225,1545.7,1540.6
226,1548.1,1540.6
227,1546.6,1540.7
228,1541.8,1540.7
229,1539.6,1540.7
230,1542.2,1540.7
231,1545.5,1540.7
232,1541,1540.7
233,1538.7,1540.7
234,1545.6,1540.7
235,1551.4,1540.8
236,1542.3,1540.8
237,1548.1,1540.8
238,1528.9,1540.7
239,1541.1,1540.7
240,1546.3,1540.8
241,1548.9,1540.8
242,1546,1540.8
243,1538.4,1540.8
244,1543.5,1540.8
245,1544.7,1540.8
246,1540.1,1540.8
247,1546.5,1540.9
248,1538.9,1540.8
249,1542.3,1540.9
250,1545.1,1540.9
251,1543.8,1540.9
252,1542.3,1540.9
253,1542.5,1540.9
254,1539.5,1540.9
255,1540.4,1540.9
256,1541.6,1540.9
257,1540,1540.9
258,1537.5,1540.9
259,1545.4,1540.9
260,1541.1,1540.9
261,1539.9,1540.9
262,1541.5,1540.9
263,1538.8,1540.9
264,1539.2,1540.9
265,1544.9,1540.9
266,1538.2,1540.9
267,1543.5,1540.9
268,1543.5,1540.9
269,1542.2,1540.9
270,1539.1,1540.9
271,1546.4,1540.9
272,1537.4,1540.9
273,1538,1540.9
274,1538.4,1540.9
275,1535.5,1540.9
276,1547.5,1540.9
277,1548.2,1540.9
278,1537.5,1540.9
279,1539.4,1540.9
280,1545,1540.9
281,1540.4,1540.9
282,1542.3,1540.9
283,1543.6,1540.9
284,1541.1,1540.9
285,1545.7,1540.9
286,1541.2,1540.9
287,1546.3,1541
288,1544.1,1541
289,1543.4,1541
290,1538.2,1541
291,1550.4,1541
292,1538.3,1541
293,1542.1,1541
294,1545.6,1541
295,1545.3,1541
296,1540.4,1541
297,1541.7,1541
298,1546.7,1541
299,1534.6,1541
300,1541.2,1541
301,1532.6,1541
302,1544.1,1541
303,1545.8,1541
304,1543.5,1541
305,1543.2,1541
306,1545.5,1541.1
307,1545.1,1541.1
308,1543.6,1541.1
309,1540.6,1541.1
310,1542.5,1541.1
311,1538.8,1541.1
312,1542.3,1541.1
313,1546.3,1541.1
314,1541.1,1541.1
315,1538.3,1541.1
316,1545.5,1541.1
317,1541.6,1541.1
318,1541.7,1541.1
319,1535.3,1541.1
320,1543.3,1541.1
321,1547.5,1541.1
322,1541.2,1541.1
323,1547.1,1541.1
324,1536.3,1541.1
325,1539.8,1541.1
326,1535.5,1541.1
327,1544,1541.1
328,1544.3,1541.1
329,1544,1541.1
330,1541.3,1541.1
331,1546.9,1541.1
332,1535.6,1541.1
333,1540.7,1541.1
334,1541.7,1541.1
335,1544.1,1541.1
336,1541.9,1541.1
337,1544.7,1541.1
338,1550,1541.2
339,1539,1541.2
340,1541.3,1541.2
341,1543.6,1541.2
342,1544.5,1541.2
343,1551.7,1541.2
344,1550.8,1541.2
345,1538,1541.2
346,1542.2,1541.2
347,1542.9,1541.2
348,1557.8,1541.3
349,1550.5,1541.3
350,1540,1541.3
351,1544.5,1541.3
352,1540.4,1541.3
353,1546.4,1541.3
354,1547.6,1541.3
355,1543.9,1541.3
356,1542.7,1541.4
357,1542.8,1541.4
358,1545.1,1541.4
359,1548.2,1541.4
360,1542.6,1541.4
361,1544.7,1541.4
362,1535.6,1541.4
363,1548.2,1541.4
364,1536.4,1541.4
365,1538.6,1541.4
366,1542.4,1541.4
367,1542.1,1541.4
368,1546.8,1541.4
369,1552.1,1541.4
370,1540.9,1541.4
371,1535.7,1541.4
372,1540.1,1541.4
373,1546.1,1541.4
374,1540.5,1541.4
375,1552.3,1541.4
376,1544.7,1541.5
377,1544.2,1541.5
378,1544.4,1541.5
379,1546.1,1541.5
380,1541,1541.5
381,1542.6,1541.5
382,1539.5,1541.5
383,1541.6,1541.5
384,1546.5,1541.5
385,1540.3,1541.5
386,1542.9,1541.5
387,1545.6,1541.5
388,1548.7,1541.5
389,1537.3,1541.5
390,1539.8,1541.5
391,1535.9,1541.5
392,1541,1541.5
393,1547.9,1541.5
394,1537.6,1541.5
395,1542,1541.5
396,1553,1541.5
397,1538.2,1541.5
398,1541.9,1541.5
399,1542.8,1541.5
400,1540.3,1541.5
