1,10.47
2,10.29
3,10.38
4,10.17
5,10.18
6,10.32
7,10.15
8,10.33
9,10.34
10,10.18
11,10.17
12,10.38
13,10.15
14,10.36
15,10.32
16,10.26
17,10.34
18,10.35
19,10.21
20,10.24
21,10.25
22,10.27
23,10.34
24,10.18
25,10.3
26,10.13
27,10.26
28,10.27
29,10.22
30,10.17
31,10.34
32,10.37
33,10.16
34,10.29
35,10.3
36,10.26
37,10.15
38,10.37
39,10.21
40,10.38
41,10.37
42,10.23
43,10.14
44,10.26
45,10.25
46,10.37
47,10.17
48,10.18
49,10.17
50,10.18
51,10.32
52,10.24
53,10.18
54,10.13
55,10.19
56,10.36
57,10.29
58,10.37
59,10.31
60,10.19
61,10.22
62,10.27
63,10.27
64,10.36
65,10.35
66,10.3
67,10.32
68,10.15
69,10.17
70,10.36
71,10.26
72,10.16
73,10.29
74,10.26
75,10.28
76,10.29
77,10.3
78,10.25
79,10.27
80,10.18
81,10.16
82,10.26
83,10.23
84,10.21
85,10.34
86,10.36
87,10.35
88,10.32
89,10.3
90,10.23
91,10.32
92,10.18
93,10.25
94,10.18
95,10.17
96,10.37
97,10.32
98,10.35
99,10.15
100,10.16
101,10.29
102,10.37
103,10.36
104,10.37
105,10.24
106,10.23
107,10.38
108,10.26
109,10.17
110,10.27
111,10.26
112,10.25
113,10.19
114,10.36
115,10.23
116,10.28
117,10.25
118,10.26
119,10.27
120,10.28
121,10.28
122,10.35
123,10.15
124,10.33
125,10.27
126,10.18
127,10.25
128,10.34
129,10.35
130,10.16
131,10.37
132,10.24
133,10.14
134,10.3
135,10.27
136,10.15
137,10.22
138,10.15
139,10.37
140,10.18
141,10.37
142,10.24
143,10.14
144,10.21
145,10.38
146,10.29
147,10.31
148,10.18
149,10.38
150,10.15
151,10.29
152,10.27
153,10.13
154,10.36
155,10.25
156,10.14
157,10.28
158,10.15
159,10.3
160,10.27
161,10.29
162,10.18
163,10.37
164,10.28
165,10.21
166,10.27
167,10.16
168,10.14
169,10.36
170,10.2
171,10.31
172,10.22
173,10.35
174,10.36
175,10.16
176,10.35
177,10.22
178,10.29
179,10.37
180,10.31
181,10.25
182,10.33
183,10.13
184,10.14
185,10.34
186,10.21
187,10.21
188,10.19
189,10.35
190,10.36
191,10.13
192,10.28
193,10.3
194,10.14
195,10.24
196,10.33
197,10.27
198,10.29
199,10.29
200,10.25
201,10.34
202,10.26
203,10.21
204,10.13
205,10.13
206,10.19
207,10.32
208,10.23
209,10.28
210,10.18
211,10.19
212,10.34
213,10.32
214,10.27
215,10.33
216,10.15
217,10.23
218,10.13
219,10.32
220,10.24
221,10.22
222,10.32
223,10.3
224,10.18
225,10.13
226,10.37
227,10.24
228,10.33
229,10.13
230,10.29
231,10.24
232,10.2
233,10.26
234,10.17
235,10.24
236,10.27
237,10.3
238,10.31
239,10.21
240,10.27
241,10.28
242,10.18
243,10.21
244,10.15
245,10.33
246,10.16
247,10.15
248,10.15
249,10.28
250,10.26
251,10.38
252,10.19
253,10.21
254,10.22
255,10.36
256,10.18
257,10.38
258,10.29
259,10.16
260,10.26
261,10.31
262,10.16
263,10.13
264,10.15
265,10.26
266,10.2
267,10.37
268,10.25
269,10.32
270,10.36
271,10.36
272,10.21
273,10.18
274,10.16
275,10.19
276,10.37
277,10.2
278,10.28
279,10.22
280,10.35
281,10.23
282,10.27
283,10.16
284,10.3
285,10.15
286,10.17
287,10.36
288,10.34
289,10.2
290,10.23
291,10.38
292,10.23
293,10.2
294,10.26
295,10.37
296,10.2
297,10.27
298,10.32
299,10.2
300,10.18
301,10.23
302,10.36
303,10.22
304,10.22
305,10.22
306,10.26
307,10.17
308,10.13
309,10.14
310,10.22
311,10.17
312,10.38
313,10.23
314,10.21
315,10.32
316,10.19
317,10.23
318,10.2
319,10.25
320,10.35
321,10.28
322,10.27
323,10.25
324,10.13
325,10.32
326,10.32
327,10.14
328,10.16
329,10.25
330,10.24
331,10.25
332,10.18
333,10.23
334,10.29
335,10.38
336,10.29
337,10.17
338,10.15
339,10.35
340,10.13
341,10.17
342,10.14
343,10.37
344,10.13
345,10.18
346,10.16
347,10.3
348,10.16
349,10.37
350,10.38
351,10.31
352,10.25
353,10.37
354,10.17
355,10.23
356,10.17
357,10.13
358,10.31
359,10.21
360,10.37
361,10.15
362,10.21
363,10.13
364,10.26
365,10.32
366,10.28
367,10.35
368,10.17
369,10.16
370,10.32
371,10.36
372,10.37
373,10.23
374,10.19
375,10.25
376,10.3
377,10.13
378,10.25
379,10.18
380,10.22
381,10.29
382,10.37
383,10.2
384,10.31
385,10.25
386,10.23
387,10.21
388,10.22
389,10.37
390,10.19
391,10.2
392,10.16
393,10.19
394,10.31
395,10.3
396,10.35
397,10.22
398,10.36
399,10.17
400,10.34
