287.5,,841.6,,1160.8,,1152.1,
256.6,,881.2,,1185.6,,1116.3,
266.9,,867.4,,1176.3,,1113.7,
280.4,,872.7,,1191,,1082.9,
259.8,,831.2,,1154.4,,1115.1,
274.3,,849.8,,1153.1,,1150.8,
269.2,,867.8,,1158.2,,1139.7,
285.3,,825,,1149.6,,1119,
306,,887.7,,1148.8,,1092.1,
288.4,,856.3,,1124.2,,1151.5,
272.8,,851.3,,1150.1,,1149.4,
284.3,,862.3,,1177.1,,1181.3,
275.5,,840.1,,1173.6,,1107.4,
293.3,,879.4,,1182.6,,1134.1,
242.4,,887.2,,1163.2,,1136.4,
217.4,,881.1,,1151.4,,1113.5,
317,,843.9,,1180.9,,1088.4,
242.4,,878.6,,1127.7,,1091.1,
252.5,,865.8,,1173.2,,1098.8,
293.8,,882.2,,1175.8,,1162.3,
279.7,,877,,1199.6,,1119.9,
268.6,,862.9,,1163.5,,1149.3,
258.8,,871.1,,1168.5,,1116.9,
231.4,,877.7,,1170.2,,1149.9,
257.7,,860.4,,1137.3,,1130.2,
273.3,,848,,1139.7,,1128.9,
262.9,,852.8,,1132.4,,1080.7,
269.5,,865.8,,1163.2,,1114.8,
228.2,,857.8,,1162.5,,1113.8,
273.7,,853.4,,1141.7,,1108.5,
282.1,,875.6,,1123,,1127,
271.4,,835.9,,1177.7,,1123.5,
245.2,,850.6,,1186.4,,1154.1,
257.3,,868.6,,1133.6,,1150.2,
275.5,,852.4,,1195.7,,1073.1,
268.6,,831.4,,1142.7,,1145.6,
281.1,,857.9,,1180,,1136.9,
282.8,,836.7,,1160.2,,1105,
234.1,,831.5,,1151.2,,1080,
228.2,,863.8,,1158.6,,1130.5,
211.3,,827.2,,1135.3,,1130.2,
262.7,,819.4,,1187.5,,1133.2,
277.7,,831.9,,1159.6,,1128.8,
256.7,,869,,1146.1,,1127.1,
297,,926.8,,1160.4,,1149.2,
262,,945.9,,1147.9,,1106.5,
256.5,,990.1,,1163.1,,1136.8,
217.7,,915.4,,1167.2,,1112.6,
274.9,,830.4,,1157,,1114.1,
263,,862.6,,1144.8,,1135.8,
307.8,,849.1,,1133.4,,1155.4,
253.8,,899.5,,1120.7,,1074.4,
310.9,,883.4,,1164.1,,1103.3,
251.8,,754.8,,1165.5,,1077,
240.3,,643.3,,1176.2,,1135.3,
315,,815.6,,1132.9,,1136.3,
288.3,,835.8,,1136.2,,1131.1,
321.3,,856.1,,1128.7,,1094.6,
262.5,,864.5,,1150.2,,1094.4,
286.3,,921.7,,1191.1,,1085.3,
221.7,,920.9,,1131,,1096.7,
232.5,,1017.6,,1157.2,,1153.1,
197.6,,885,,1179.8,,1115.7,
236.1,,894.2,,1183.1,,1061.6,
245.8,,844.3,,1112.1,,1078.7,
265.9,,897,,1152.9,,1100.8,
270.9,,953,,1101.8,,1083.5,
298.8,,916.4,,1131.3,,1088.9,
289,,870.3,,1136.8,,1126.3,
286.5,,870.6,,1134.3,,1094.1,
277.2,,780.8,,1157.5,,860.5,
269.9,,809.3,,1138.9,,1141,
254,,740.5,,1109.6,,1183.3,
254.7,,735.1,,1131.1,,1108.2,
280.6,,796.1,,1151.7,,1029.8,
275.3,,792.6,,1158.3,,1135.5,
256.5,,828.7,,1129.6,,1074.2,
229.4,,819.9,,1148.1,,1025.6,
249.4,,829.5,,1179.5,,972.2,
295.1,,700,,1149.9,,980.4,
280.8,,822.6,,1113.3,,,
316,,818.7,,1161.7,,,
305.5,,573.3,,1137.1,,,
315.1,,912,,1126.8,,,
286.7,,752,,1095.4,,,
279.9,,878,,1190.6,,,
243.4,,838.8,,1144.7,,,
341.8,,,,1102.9,,,
261.7,,,,1089.6,,,
195.3,,,,1165.1,,,
210.6,,,,1260.3,,,
305.1,,,,1152.8,,,
289.9,,,,1149,,,
257.2,,,,1096.8,,,
236.9,,,,1114.6,,,
240.2,,,,1157.7,,,
252.7,,,,1101.9,,,
244.4,,,,1090.2,,,
226.7,,,,1149.1,,,
251.8,,,,1106,,,
226.9,,,,1177.5,,,
241.2,,,,1112.5,,,
191.9,,,,1164.5,,,
258.4,,,,1139.9,,,
231.3,,,,1141.9,,,
241.5,,,,1160.3,,,
275.1,,,,1106.4,,,
,,,,1176.2,,,
,,,,1150.3,,,
,,,,1126.2,,,
,,,,1098.1,,,
,,,,1124.4,,,
,,,,1113,,,
,,,,1116.9,,,
,,,,1081.5,,,
,,,,1102.9,,,
,,,,1131.7,,,
,,,,1096.9,,,
,,,,1111.4,,,
,,,,1115.5,,,
,,,,1116.2,,,
,,,,1127.8,,,
,,,,1090.5,,,
,,,,1095.4,,,
,,,,1110.3,,,
,,,,1123.5,,,
,,,,1114,,,
,,,,1112.9,,,
,,,,1136.3,,,
,,,,1101.8,,,
,,,,1117,,,
,,,,1101.6,,,
,,,,1105,,,
,,,,1041.7,,,
,,,,1119,,,
,,,,1128.9,,,
,,,,1092.5,,,
,,,,1102.4,,,
,,,,1128.1,,,
,,,,1091.2,,,
,,,,1150.5,,,
,,,,1104.5,,,
,,,,1106.1,,,
,,,,1103.7,,,
,,,,1127.4,,,
,,,,1114.8,,,
,,,,1111,,,
,,,,1122.7,,,
,,,,1072.2,,,
,,,,1119.9,,,
,,,,1089.4,,,
,,,,1112.5,,,
,,,,1110,,,
,,,,1137.4,,,
,,,,1106.5,,,
,,,,1126.2,,,
,,,,1088.2,,,
,,,,1106.2,,,
,,,,1108.6,,,
,,,,1091,,,
,,,,1116.2,,,
,,,,1160.7,,,
,,,,1096.6,,,
,,,,1084.2,,,
,,,,1134.4,,,
,,,,1106.1,,,
,,,,1100.4,,,
,,,,1078.4,,,
,,,,1120.2,,,
,,,,1099,,,
,,,,1107.6,,,
,,,,1133.5,,,
,,,,1116.9,,,
,,,,1090.8,,,
,,,,1118.7,,,
,,,,1120.6,,,
,,,,1134.7,,,
,,,,1124.1,,,
,,,,1108.7,,,
,,,,1086.4,,,
,,,,1093.3,,,
,,,,1142,,,
,,,,1103.5,,,
,,,,1080.2,,,
,,,,1101.7,,,
,,,,1113.7,,,
,,,,1116,,,
,,,,1095.8,,,
,,,,1106.3,,,
,,,,1123.8,,,
,,,,1082.5,,,
,,,,1069.1,,,
,,,,1087.2,,,
,,,,1129.1,,,
,,,,1125,,,
,,,,1139.1,,,
,,,,1104.9,,,
,,,,1104.8,,,
,,,,1122.1,,,
,,,,1111.1,,,
,,,,1097.1,,,
,,,,1125.9,,,
,,,,1097.3,,,
,,,,1113.9,,,
,,,,1105.5,,,
,,,,1136.6,,,
,,,,1109.1,,,
,,,,1094.6,,,
,,,,1116.7,,,
,,,,1125.8,,,
,,,,1103.7,,,
,,,,1109.6,,,
,,,,1116.3,,,
,,,,1057.8,,,
,,,,1113.5,,,
,,,,1130.3,,,
,,,,1124,,,
,,,,1125,,,
,,,,1143.6,,,
,,,,1139,,,
,,,,1108.1,,,
,,,,1121.1,,,
,,,,1133.7,,,
,,,,1130,,,
,,,,1107,,,
,,,,1101.7,,,
,,,,1131.4,,,
,,,,1147.4,,,
,,,,1107.9,,,
,,,,1110.2,,,
,,,,1088.9,,,
,,,,1116.3,,,
,,,,1119.3,,,
,,,,1133.9,,,
,,,,1130.5,,,
,,,,1109.5,,,
,,,,1114.9,,,
,,,,1111.9,,,
,,,,1106.1,,,
,,,,1114.1,,,
,,,,1156.4,,,
,,,,1143.3,,,
,,,,1135.8,,,
,,,,1104,,,
,,,,1127,,,
,,,,1097.7,,,
,,,,1138.7,,,
,,,,1096.1,,,
,,,,1101.4,,,
,,,,1128.6,,,
,,,,1089.7,,,
,,,,1146.5,,,
